Database	ID	Name	Category	Genes	Metabolites	Associated_Metabolite_Sets
SMPDB	SMP0000647	Thioguanine Metabolism Pathway	Drug Metabolism	HPRT1	HMDB0060415;HMDB0014496;HMDB0000280;HMDB0000250;HMDB0000547	
SMPDB	SMP0000648	Sorafenib Metabolism Pathway	Drug Metabolism	CYP2B6;CYP2C8;CYP2C9;DNAJB11;HSP90B1 ;HSPA5;HYOU1 ;PDIA2;PDIA4;PDIA6;PPIB;SDF2L1;UGT1A1;ERP29;UGT1A9;CYP3A4	HMDB0014542;HMDB0003178;HMDB0061347;HMDB0061348;HMDB0061349;HMDB0000935;HMDB0060872;HMDB0000295;HMDB0002111;HMDB0001377;HMDB0060873;HMDB0003125;HMDB0061350;HMDB0061383	
SMPDB	SMP0000649	Lamivudine Metabolism Pathway	Drug Metabolism	SLC22A1;SLC22A2;SLC22A3;ABCC1;ABCC2;ABCC3;ABCB1;ABCC4;ABCG2;NT5C;SULT1A1;CMPK1;PGK1;NME1;PCYT2;DCK;CHPT1;PCYT1A	HMDB0014847;HMDB0060641;HMDB0061354;HMDB0060640;HMDB0061355;HMDB0061356;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001341;HMDB0000295;HMDB0000285;HMDB0000547;HMDB0001377;HMDB0060599;HMDB0003125;HMDB0001565;HMDB0000250;HMDB0000224;HMDB0061362	
SMPDB	SMP0000650	Doxorubicin Metabolism Pathway	Drug Metabolism	SLC22A16;NQO1;POR;XDH;ABCB1;ABCC1;ABCC2;ABCG2;RALBP1;CBR1;CBR3;AKR1C3;AKR1A1;NOS3;NDUFS2;NDUFS3;NDUFS7	HMDB0015132;HMDB0061231;HMDB0061232;HMDB0061206;HMDB0001248;HMDB0001520;HMDB0061344;HMDB0002206;HMDB0060822;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001341;HMDB0000221;HMDB0041884;HMDB0000217;HMDB0001487;HMDB0000902;HMDB0003178;HMDB0000027	
SMPDB	SMP0000651	Artemether Metabolism Pathway	Drug Metabolism	UGT1A9;UGT2B7;CYP3A4;CYP3A5	HMDB0061088;HMDB0000935;HMDB0061351;HMDB0000295;HMDB0015643;HMDB0001377;HMDB0001487;HMDB0001426;HMDB0000902;HMDB0002111;HMDB0003178	
SMPDB	SMP0000652	Mycophenolic Acid Metabolism Pathway	Drug Metabolism	IMPDH1;IMPDH2;CES2;SLCO1B1;SLCO1B3;CES1;ABCC2;ABCB1;ABCG2;UGT2B7;UGT1A8;UGT1A9;UGT1A7;CYP3A4;CYP3A5;CYP2C8	HMDB0014826;HMDB0015159;HMDB0000586;HMDB0061156;HMDB0060650;HMDB0061157;HMDB0060634;HMDB0060491;HMDB0000935;HMDB0000295;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001341;HMDB0001377;HMDB0001487;HMDB0060788;HMDB0001426;HMDB0000902;HMDB0003178	
SMPDB	SMP0000653	Rosiglitazone Metabolism Pathway	Drug Metabolism	SLCO1B1;CYP2C8;CYP2C9	HMDB0005031;HMDB0060842;HMDB0060980;HMDB0060838;HMDB0060836;HMDB0061105;HMDB0060981;HMDB0061241;HMDB0060839;HMDB0061240;HMDB0060837;HMDB0060857;HMDB0060858;HMDB0060862;HMDB0061357;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0001487;HMDB0001426;HMDB0000902	
SMPDB	SMP0000654	Warburg Effect	Metabolic	SLC2A2;HK2;GPI;PFKL;ALDOB;GAPDH;PGK1;PGAM2;ENO1;PKLR;MPC1;PC;PDHA1;PDHB;DLAT;DLD;CS;LDHAL6A;SLC16A1;ACO2;IDH3A;IDH3B;IDH3G;OGDH;DLST;SUCLG1;SUCLG2;SDHA;SDHB;SDHC;SDHD;FH;MDH1;GLUD1;GLS2;SLC1A5;TALDO1;TKT;RPIA;PGLS;G6PD;PGD;ACO1;IDH1;PKM	HMDB0000122;HMDB0000538;HMDB0001401;HMDB0001341;HMDB0000124;HMDB0001058;HMDB0000547;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0002142;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0002111;HMDB0000243;HMDB0000586;HMDB0000595;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0001423;HMDB0001206;HMDB0001967;HMDB0001372;HMDB0000962;HMDB0001248;HMDB0000094;HMDB0000190;HMDB0059597;HMDB0000193;HMDB0061380;HMDB0000208;HMDB0001022;HMDB0001201;HMDB0000254;HMDB0001273;HMDB0001072;HMDB0000134;HMDB0059661;HMDB0001197;HMDB0061344;HMDB0000156;HMDB0000148;HMDB0000051;HMDB0000641;HMDB0001321;HMDB0001068;HMDB0001548;HMDB0000868;HMDB0000618;HMDB0001316;HMDB0001127;HMDB0001362;HMDB0003498;HMDB0000217;HMDB0000221	
SMPDB	SMP0000655	Phenindione Action Pathway	Drug Action	VKORC1;F12;COL1A1;KLKB1;F9;F8;F5;F10;FGG;F13A1;PLG;PLAT;F7;GGCX	HMDB0014641;HMDB0000015;HMDB0000464;HMDB0002972;HMDB0004198	
SMPDB	SMP0000656	Dicoumarol Action Pathway	Drug Action	VKORC1;F12;COL1A1;KLKB1;F9;F8;F5;F10;FGG;F13A1;PLG;PLAT;F7;GGCX	HMDB0014411;HMDB0000015;HMDB0000464;HMDB0002972;HMDB0004198	
SMPDB	SMP0000657	Bopindolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015696;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000658	Carteolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0014662;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000659	Timolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0014517;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000660	Sotalol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0014632;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000661	Epinephrine Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0000068;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000662	Dobutamine Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0014979;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000663	Isoprenaline Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015197;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000664	Arbutamine Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015234;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000665	Amiodarone Action Pathway	Drug Action	KCNE2;KCNH2;ALG10B;ADRB1;CACNA1H;CACNA1G;CACNA1C;CACNA2D2;CACNB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;ITPR1	HMDB0015250;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000666	Levobunolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015341;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000667	Metipranolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015345;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000668	Bevantolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015409;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000669	Practolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015411;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000670	Bupranolol Action Pathway	Drug Action	ADRB1;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;KCNJ2;KCNJ4;KCNJ3;KCNJ5;KCND3;KCNIP2;KCNQ1;KCNE1;KCNE2;KCNH2;ALG10B;ABCC8;KCNJ8;KCNJ11;KCNK1;SLC8A1;HCN4;SCN5A;SNTB2;SNTB1;SNTA1;CACNA1C;CACNA2D2;CACNB1;CHRM2;RYR2;ATP2A2;PLN;PRKACA;PRKAR1A;CALM1;MYLK;AGTR1;PLCB1;TNNC2;TNNI1;TNNT1;TNNC1;TNNI3;TNNT2;TNNI2;TNNT3;TPM1;TPM2;CACNA1H;CACNA1G;ITPR1	HMDB0015697;HMDB0000588;HMDB0000586;HMDB0000464;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000547;HMDB0010042;HMDB0001498;HMDB0007009	
SMPDB	SMP0000671	Tramadol Action Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0014339;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000672	Propoxyphene Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0014785;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000673	Levorphanol Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0014992;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000674	Anileridine Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015049;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000675	Diphenoxylate Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015213;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000676	Dezocine Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015340;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000677	Levomethadyl Acetate Action Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015358;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000678	Methadyl Acetate Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015502;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000679	3-Methylthiofentanyl Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0061718;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000680	Dimethylthiambutene Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0061719;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000681	Ethylmorphine Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015509;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000682	Leucine Stimulation on Insulin Signaling	Signaling	INSR;PIK3CG;AKT1;RHEB;SLC7A5;MTOR;RPS6KB1	HMDB0001429;HMDB0000687	
SMPDB	SMP0000683	Levallorphan Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0014647;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000684	Buprenorphine Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015057;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000685	Alvimopan Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0015631;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
SMPDB	SMP0000686	Pentazocine Action Pathway	Drug Action	OPRM1;CACNA1A;CACNB1;CACNA2D2;SCN10A;SCN1B;KCND2;KCNIP2;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GRIN1;GRIN2A;GRIN3A;ADRA1A;HTR1A;SLC6A2;SLC6A4;SLC6A3;DRD1	HMDB0014790;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	
